=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-6_2-27-9
====================================================================================
2:27:9 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
2:5:28 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6334.584473, 299.998718, 7634.776855>)
2:5:29 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6363.028320, 299.694855, 7649.881836>)
2:5:29 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6402.728516, 298.554871, 7671.099609>)
2:5:29 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6449.481445, 297.296326, 7696.430664>)
2:5:29 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6449.481445, 297.296326, 7696.430664>)
2:5:29 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6472.220703, 297.057678, 7708.674805>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6480.547852, 297.024170, 7713.147461>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6480.547852, 297.024170, 7713.147461>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6488.000977, 297.044281, 7717.141113>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6500.759277, 297.130371, 7723.966797>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6504.799805, 297.186707, 7726.122559>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6504.799805, 297.186707, 7726.122559>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6506.538574, 297.213806, 7727.049805>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6522.223145, 297.469269, 7735.411133>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6525.905273, 297.527649, 7737.374023>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6539.904785, 297.770660, 7744.834473>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6543.069824, 297.849060, 7746.516113>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6551.161621, 298.103119, 7750.805176>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6557.433105, 298.362152, 7754.117188>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6557.433105, 298.362152, 7754.117188>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6557.433105, 298.362152, 7754.117188>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6564.592773, 298.755219, 7757.878418>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6566.213379, 298.852570, 7758.728027>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6567.935547, 298.966095, 7759.629395>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6572.940918, 299.311035, 7762.244629>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6576.541504, 299.591248, 7764.119629>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6578.642090, 299.767517, 7765.211426>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6580.178711, 299.894714, 7766.010254>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6580.178711, 299.894714, 7766.010254>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6584.822754, 300.303070, 7768.433594>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6590.761719, 300.841248, 7771.579102>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6594.511230, 301.218292, 7773.634277>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<6603.960449, 302.157104, 7778.895020>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7539.056152, 371.203186, 8307.964844>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7535.491699, 399.060120, 8309.945313>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7537.418457, 411.801086, 8313.276367>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7540.336914, 416.264404, 8315.961914>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7541.835449, 418.565521, 8317.343750>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7541.835449, 418.565491, 8317.343750>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7541.835449, 418.565491, 8317.343750>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7541.835449, 418.565491, 8317.343750>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7541.835449, 418.565491, 8317.343750>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7541.835449, 418.565491, 8317.343750>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7541.835449, 418.565491, 8317.343750>)
2:5:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7541.835449, 418.565491, 8317.343750>)
2:5:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7541.835449, 418.565521, 8317.343750>)
2:5:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7541.835449, 418.565491, 8317.343750>)
2:5:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7541.835449, 418.565491, 8317.343750>)
2:5:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7541.835449, 418.565491, 8317.343750>)
2:5:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7541.835449, 418.565521, 8317.343750>)
2:5:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7541.835449, 418.565491, 8317.343750>)
2:5:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7541.835449, 418.565491, 8317.343750>)
2:5:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7541.398438, 419.305115, 8317.945313>)
2:5:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7540.717285, 420.457092, 8318.881836>)
2:5:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7540.366211, 420.641876, 8319.451172>)
2:5:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7540.465820, 419.566864, 8319.508789>)
2:5:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7540.550781, 418.645355, 8319.557617>)
2:5:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<7852.141602, 457.138855, 8498.393555>)
2:5:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<8486.787109, 536.563110, 8865.000000>)
2:5:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<8795.780273, 571.706970, 9049.007813>)
2:5:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<9426.790039, 577.125793, 9431.863281>)
2:5:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<9729.018555, 447.758392, 9614.779297>)
2:5:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10359.248047, 444.907623, 9997.162109>)
2:5:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10381.822266, 339.663727, 9920.271484>)
2:5:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10381.830078, 338.197113, 9920.278320>)
2:5:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10379.302734, 319.519775, 9916.169922>)
2:5:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10378.499023, 307.271423, 9911.272461>)
2:5:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10376.786133, 297.284210, 9909.140625>)
2:5:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10373.751953, 284.268768, 9907.614258>)
2:5:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10368.308594, 264.293274, 9906.064453>)
2:5:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10364.896484, 255.893402, 9907.409180>)
2:5:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10362.892578, 250.428802, 9907.815430>)
2:5:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10361.904297, 246.549591, 9907.312500>)
2:5:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10361.905273, 246.377045, 9907.312500>)
2:5:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10361.905273, 246.159515, 9907.312500>)
2:5:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10361.906250, 245.970642, 9907.313477>)
2:5:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10361.906250, 245.711060, 9907.312500>)
2:5:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10361.907227, 245.505280, 9907.314453>)
2:5:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10425.968750, 120.620293, 9960.476563>)
2:6:40 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12984.953125, 4.539069, 9813.100586>)
2:6:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12972.552734, 5.629104, 9813.000977>)
2:6:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12960.787109, 5.940359, 9815.945313>)
2:7:3 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12886.036133, 6.206526, 9832.651367>)
2:7:4 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12864.683594, 6.010004, 9838.346680>)
2:7:5 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12843.557617, 6.010000, 9845.083008>)
2:7:5 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12822.431641, 6.010000, 9851.819336>)
2:7:9 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12595.804688, 10.940375, 9968.208008>)
2:7:10 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12570.884766, 14.496179, 9987.573242>)
2:7:11 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12545.075195, 18.136791, 10006.832031>)
2:7:11 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12522.970703, 21.296406, 10022.754883>)
2:7:12 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12500.086914, 24.507069, 10039.225586>)
2:7:12 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12467.791016, 28.334232, 10062.320313>)
2:7:13 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12450.401367, 29.401999, 10068.025391>)
2:7:14 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12441.907227, 30.172594, 10073.249023>)
2:7:15 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12428.054688, 31.585251, 10084.198242>)
2:7:15 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12412.512695, 33.027817, 10096.142578>)
2:7:16 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12394.981445, 34.421333, 10109.435547>)
2:7:44 | "Survivor" (steamid=76561199061045416) toggled godmode
2:7:45 | "Survivor" (steamid=76561199061045416) toggled godmode
2:10:5 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12309.484375, 38.648251, 10160.550781>)
2:10:6 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12290.215820, 40.909161, 10170.991211>)
2:10:9 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12237.143555, 60.606232, 10304.700195>)
2:10:11 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12224.591797, 61.636684, 10309.604492>)
2:10:33 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12141.016602, 67.801262, 10343.061523>)
2:10:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12054.581055, 85.326599, 10384.139648>)
2:10:43 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12041.968750, 89.143921, 10390.617188>)
2:10:44 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12034.296875, 91.216522, 10395.191406>)
2:10:45 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12025.827148, 93.288330, 10400.202148>)
2:10:45 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12018.455078, 94.888275, 10403.394531>)
2:10:46 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12008.551758, 96.833900, 10408.282227>)
2:10:47 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11995.420898, 99.502846, 10423.760742>)
2:10:48 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11982.499023, 101.960876, 10436.305664>)
2:11:29 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11786.254883, 132.397171, 10561.143555>)
2:11:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11757.676758, 136.667114, 10569.816406>)
2:11:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11735.184570, 139.612717, 10576.766602>)
2:11:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11705.291992, 142.816559, 10586.368164>)
2:11:33 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11657.180664, 147.806686, 10603.166016>)
2:11:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11643.867188, 150.669098, 10611.179688>)
2:11:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11636.100586, 153.304169, 10618.351563>)
2:11:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11628.948242, 155.704788, 10624.941406>)
2:11:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11623.736328, 157.123199, 10628.393555>)
2:12:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11474.761719, 159.409424, 10631.430664>)
2:12:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11428.508789, 159.588974, 10635.457031>)
2:12:43 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11415.644531, 159.255219, 10639.725586>)
2:12:44 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11403.505859, 159.035614, 10643.771484>)
2:12:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11387.788086, 158.838669, 10654.050781>)
2:12:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11374.907227, 158.826614, 10655.816406>)
2:12:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11294.001953, 158.906219, 10706.160156>)
2:13:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11134.428711, 160.098785, 10742.688477>)
2:14:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11112.702148, 160.886536, 10738.309570>)
2:14:24 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11103.563477, 160.981827, 10733.594727>)
2:14:24 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11092.812500, 160.692474, 10727.886719>)
2:14:25 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11050.108398, 154.396576, 10704.193359>)
2:14:27 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11005.048828, 147.658005, 10679.174805>)
2:14:43 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10998.092773, 149.295364, 10680.408203>)
2:14:43 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10916.001953, 150.109344, 10691.623047>)
2:18:44 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10784.582031, 147.855804, 10802.820313>)
2:19:6 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10749.127930, 147.604889, 10780.243164>)
2:20:26 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10744.500000, 148.409424, 10828.835938>)
2:20:40 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<10749.425781, 147.553879, 10780.089844>)
2:21:5 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) disconnected from server.
2:21:10 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) disconnected from server.
